id,pid,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,land_slope,condition_1,bldg_type,overall_qual,overall_cond,year_built,year_remod/add,roof_style,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,porches,baths,lot,overall,sq_ft,logsaleprice,ms_subclass_1-1/2_story_pud_-_all_ages,ms_subclass_1-1/2_story_unfinished_all_ages,ms_subclass_1-story_1945_older,ms_subclass_1-story_1946_newer_all_styles,ms_subclass_1-story_finished_attic_all_ages,ms_subclass_1-story_pud_(planned_unit_development)_-_1946_newer,ms_subclass_2_family_conversion_-_all_styles_and_ages,ms_subclass_2-1/2_story_all_ages,ms_subclass_2-story_1945_older,ms_subclass_2-story_1946_newer,ms_subclass_2-story_pud_-_1946_newer,ms_subclass_duplex_-_all_styles_and_ages,ms_subclass_pud_-_multilevel_-_incl_split_lev/foyer,ms_subclass_split_foyer,ms_subclass_split_or_multi-level,lot_config_culdsac,lot_config_fr2,lot_config_fr3,lot_config_inside,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_noridge,neighborhood_npkvill,neighborhood_nridght,neighborhood_nwames,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_swisu,neighborhood_timber,neighborhood_veenker,condition_2_feedr,condition_2_norm,condition_2_posa,condition_2_posn,condition_2_rrae,condition_2_rran,condition_2_rrnn,house_style_1.5unf,house_style_1story,house_style_2.5fin,house_style_2.5unf,house_style_2story,house_style_sfoyer,house_style_slvl,roof_matl_membran,roof_matl_tar&grv,roof_matl_wdshake,roof_matl_wdshngl,exterior_1st_asphshn,exterior_1st_brkcomm,exterior_1st_brkface,exterior_1st_cblock,exterior_1st_cemntbd,exterior_1st_hdboard,exterior_1st_imstucc,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_stone,exterior_1st_stucco,exterior_1st_vinylsd,exterior_1st_wd_sdng,exterior_1st_wdshing,exterior_2nd_asphshn,exterior_2nd_brk_cmn,exterior_2nd_brkface,exterior_2nd_cblock,exterior_2nd_cmentbd,exterior_2nd_hdboard,exterior_2nd_imstucc,exterior_2nd_metalsd,exterior_2nd_plywood,exterior_2nd_stone,exterior_2nd_stucco,exterior_2nd_vinylsd,exterior_2nd_wd_sdng,exterior_2nd_wd_shng,bsmtfin_type_1_blq,bsmtfin_type_1_glq,bsmtfin_type_1_lwq,bsmtfin_type_1_na,bsmtfin_type_1_rec,bsmtfin_type_1_unf,central_air_y,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_carport,garage_type_detchd,garage_type_na
1091,528250030,rl,0.0,8396,pave,na,ir1,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,2003,2003,gable,brkface,5.278114659230517,4,3,pconc,4,3,no,0.0,unf,0.0,847.0,847.0,gasa,5,sbrkr,6.741700694652053,1139,0,7.5938778446051165,0.0,0.0,2,1,4,1,4,9,typ,1,4,2003.0,fin,2.0,434.0,3,3,y,120,3.871201010907892,0,0,0,0,0,na,na,0,5,2008,wd ,213000,5760,2,0.0,35,0.0,12.269047444691562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
317,916386020,rl,73.0,9803,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,2009,2010,gable,none,0.0,4,3,pconc,4,3,no,0.0,unf,0.0,1214.0,1214.0,gasa,5,sbrkr,7.101675971619444,0,0,7.101675971619444,0.0,0.0,2,0,2,1,4,6,typ,0,0,2010.0,rfn,2.0,520.0,3,3,y,0,3.218875824868201,0,0,0,0,0,na,na,0,1,2010,new,179781,0,0,715619.0,35,0.0,12.099494722465913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1076,528186160,rl,48.0,6240,pave,na,reg,lvl,allpub,gtl,norm,twnhse,2.0794415416798357,5,2006,2007,hip,brkface,5.170483995038151,4,3,pconc,4,3,no,6.740519359606223,unf,0.0,496.0,1342.0,gasa,5,sbrkr,7.201916317531627,0,0,7.201916317531627,1.0,0.0,2,0,2,1,4,6,typ,1,4,2007.0,fin,2.0,550.0,3,3,y,0,3.5553480614894135,0,0,0,0,0,na,na,0,6,2008,wd ,234250,0,0,299520.0,40,0.0,12.364144200100668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1573,916325080,rl,0.0,15498,pave,na,ir1,lvl,allpub,gtl,norm,1fam,2.0794415416798357,6,1976,1976,hip,none,0.0,4,3,cblock,4,3,av,7.0604763659998016,lwq,400.0,0.0,1565.0,gasa,3,sbrkr,7.971776122880627,0,0,7.971776122880627,1.0,0.0,2,0,2,1,4,10,typ,1,4,1976.0,fin,2.0,665.0,3,3,y,0,4.276666119016055,174,0,0,0,0,na,na,0,5,2008,cod,287000,0,0,0.0,48,0.0,12.567237494741757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
485,528275160,rl,0.0,12891,pave,na,ir1,lvl,allpub,gtl,norm,1fam,2.0794415416798357,5,2002,2002,gable,none,0.0,4,3,pconc,5,3,no,6.478509642208568,unf,0.0,219.0,870.0,gasa,5,sbrkr,6.777646593635117,1126,0,7.602900462204754,1.0,0.0,2,1,4,1,4,8,typ,1,4,2002.0,fin,3.0,644.0,3,3,y,0,3.871201010907892,0,0,0,0,0,na,na,0,7,2009,wd ,257500,0,2,0.0,40,0.0,12.458774999085927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2021,903234160,rm,60.0,6180,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.791759469228055,5,1926,1950,gable,none,0.0,3,3,brktil,3,3,no,0.0,unf,0.0,960.0,960.0,gasa,3,sbrkr,6.893656354602635,0,0,6.893656354602635,0.0,0.0,1,0,2,1,3,5,typ,1,4,1926.0,unf,1.0,180.0,3,3,y,0,4.852030263919617,0,0,0,0,0,na,na,0,5,2007,wd ,102000,0,0,370800.0,30,0.0,11.532728092266407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2032,903451110,rm,57.0,7449,pave,grvl,reg,bnk,allpub,gtl,norm,1fam,1.9459101490553128,7,1930,1950,gable,none,0.0,3,3,pconc,3,3,no,0.0,unf,0.0,637.0,637.0,gasa,5,fusef,7.010311867307229,0,0,7.010311867307229,0.0,0.0,1,0,3,1,4,6,typ,1,4,1930.0,unf,1.0,280.0,3,3,n,0,0.0,205,0,0,0,0,gdprv,na,0,6,2007,wd ,139400,0,0,424593.0,49,0.0,11.84510277730856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2604,535381060,rl,60.0,10410,pave,grvl,reg,lvl,allpub,gtl,artery,1fam,1.0986122886681098,4,1915,1950,gable,none,0.0,3,3,pconc,3,3,no,0.0,unf,0.0,672.0,672.0,gasa,3,sbrkr,6.5424719605068065,520,0,7.101675971619444,0.0,0.0,1,0,3,1,3,6,typ,0,0,1998.0,unf,3.0,936.0,3,3,y,216,0.0,160,0,0,0,0,mnprv,na,0,1,2006,wd ,105000,0,0,624600.0,12,0.0,11.561715629139659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1615,526355190,rl,95.0,15865,pave,na,ir1,lvl,allpub,mod,norm,1fam,2.0794415416798357,6,1970,1970,flat,none,0.0,4,4,pconc,3,4,gd,5.8607862234658645,rec,823.0,1043.0,2217.0,gasa,5,sbrkr,7.7039102096163115,0,0,7.7039102096163115,1.0,0.0,2,0,4,1,4,8,typ,1,3,1970.0,unf,2.0,621.0,3,3,y,81,5.332718793265369,0,0,224,0,0,na,na,0,10,2007,wd ,268000,16767,0,1507175.0,48,0.0,12.498742259492994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2736,905426150,rl,0.0,19690,pave,na,ir1,lvl,allpub,gtl,norm,1fam,1.791759469228055,7,1966,1966,flat,none,0.0,4,4,cblock,4,3,av,0.0,unf,0.0,697.0,697.0,gasa,3,sbrkr,7.362010551259734,626,0,7.696667081526463,0.0,0.0,2,0,4,1,4,8,typ,1,4,1966.0,unf,2.0,432.0,4,4,y,586,5.4638318050256105,0,0,0,738,4,gdprv,na,0,8,2006,wd ,274970,138296,0,0.0,42,0.0,12.524417279788773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
473,528228455,rl,43.0,3182,pave,na,reg,lvl,allpub,gtl,norm,twnhse,1.9459101490553128,5,2005,2006,gable,brkface,2.772588722239781,4,3,pconc,4,3,av,2.772588722239781,unf,0.0,1204.0,1220.0,gasa,5,sbrkr,7.106606137727303,0,0,7.106606137727303,0.0,0.0,2,0,2,1,4,5,typ,1,4,2005.0,fin,2.0,397.0,3,3,y,100,2.772588722239781,0,0,0,0,0,na,na,0,8,2009,wd ,180000,1600,0,136826.0,35,0.0,12.100712129872349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1316,902306130,rm,60.0,9600,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,9,1928,2005,gambrel,none,0.0,3,5,brktil,3,3,no,4.948759890378168,unf,0.0,548.0,689.0,gasa,5,sbrkr,6.5352412710136605,689,0,7.228388451573602,0.0,0.0,2,0,3,1,4,7,typ,1,4,1928.0,unf,2.0,360.0,3,3,n,0,0.0,116,0,0,0,0,na,na,0,10,2008,wd ,161000,0,0,576000.0,63,0.0,11.989159643966598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
244,905478190,rl,60.0,11100,pave,na,reg,low,allpub,gtl,norm,1fam,1.3862943611198906,7,1946,2006,gable,none,0.0,3,3,cblock,0,0,na,0.0,na,0.0,0.0,0.0,gasa,5,sbrkr,6.835184586147301,0,0,6.835184586147301,0.0,0.0,1,0,2,1,4,6,typ,0,0,1946.0,unf,1.0,308.0,3,3,y,0,0.0,0,0,0,0,0,na,na,0,4,2010,wd ,84900,0,0,666000.0,28,0.0,11.34922937229944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
152,535304060,rl,70.0,13587,pave,na,reg,lvl,allpub,gtl,norm,2fmcon,1.6094379124341005,5,1958,1958,gable,none,0.0,3,3,cblock,3,3,av,6.2766434893416445,unf,0.0,456.0,988.0,gasa,3,sbrkr,6.895682697747867,0,0,6.895682697747867,1.0,0.0,1,0,2,1,3,5,typ,0,0,1958.0,unf,1.0,264.0,3,3,y,0,0.0,0,0,0,0,0,na,na,0,4,2010,wd ,119000,0,0,951090.0,25,0.0,11.686878772093667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1588,921201060,rl,85.0,11447,pave,na,ir1,lvl,allpub,gtl,norm,1fam,2.0794415416798357,5,2005,2006,gable,brkface,6.513230110912308,4,3,pconc,5,3,av,7.359467638255621,unf,0.0,393.0,1964.0,gasa,5,sbrkr,7.582738488914411,0,0,7.582738488914411,1.0,0.0,2,1,3,1,4,7,typ,1,4,2005.0,fin,3.0,892.0,3,3,y,0,5.579729825986222,0,0,0,0,0,na,na,0,6,2008,wd ,370000,0,2,972995.0,40,0.0,12.82125828462041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2111,906392080,rl,64.0,7242,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,2005,2006,gable,none,0.0,4,3,pconc,4,3,no,0.0,unf,0.0,1270.0,1270.0,gasa,5,sbrkr,7.146772179452637,0,0,7.146772179452637,0.0,0.0,2,0,2,1,4,6,typ,0,0,2005.0,rfn,2.0,524.0,3,3,y,0,4.564348191467836,0,0,0,0,0,na,na,0,7,2007,wd ,175900,0,0,463488.0,35,0.0,12.077670930725649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
813,906226120,rl,64.0,7018,pave,na,reg,lvl,allpub,gtl,feedr,duplex,1.6094379124341005,5,1979,1979,gable,none,0.0,3,3,slab,0,0,na,0.0,na,0.0,0.0,0.0,gasa,3,sbrkr,7.021083964289138,1120,0,7.714231144849085,0.0,0.0,2,0,6,2,3,12,typ,0,0,1979.0,unf,2.0,528.0,3,3,y,154,0.0,0,0,0,0,0,na,na,0,6,2009,wd ,142953,0,0,449152.0,25,0.0,11.870271183889114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1854,533250190,rl,50.0,9466,pave,na,ir2,lvl,allpub,gtl,norm,twnhse,2.0794415416798357,5,1994,1995,gable,none,0.0,4,3,pconc,4,3,gd,6.124683390894206,alq,1037.0,0.0,1494.0,gasa,5,sbrkr,7.309212365692762,0,0,7.309212365692762,1.0,0.0,1,1,1,1,4,5,typ,1,4,1994.0,fin,2.0,478.0,3,3,y,0,3.4011973816621555,0,0,217,0,0,na,na,0,5,2007,wd ,279700,0,1,473300.0,40,0.0,12.541472879190051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2575,535152280,rl,70.0,8400,pave,na,reg,lvl,allpub,gtl,feedr,1fam,1.6094379124341005,5,1957,1957,gable,none,0.0,3,3,cblock,2,3,mn,6.434546518787452,unf,0.0,556.0,1179.0,gasa,4,sbrkr,7.218176838403408,0,0,7.218176838403408,0.0,0.0,1,1,3,1,3,6,typ,1,4,1957.0,rfn,1.0,331.0,3,3,y,0,4.0943445622221,0,0,0,0,0,gdprv,na,0,3,2006,wd ,132000,0,1,588000.0,25,0.0,11.790557201568507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
867,907253130,rl,0.0,11050,pave,na,reg,lvl,allpub,gtl,posn,1fam,2.19722457733622,5,2000,2000,hip,brkface,5.318119993844216,4,3,pconc,5,3,mn,6.806829360392176,unf,0.0,536.0,1440.0,gasa,5,sbrkr,7.297091005160418,677,0,7.674617497364363,1.0,0.0,2,1,3,1,5,8,typ,2,5,2000.0,fin,3.0,736.0,3,3,y,253,4.955827057601262,0,0,0,0,0,na,na,0,5,2009,wd ,313000,35926,2,0.0,45,0.0,12.65395846952229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2879,911175360,c (all),60.0,11040,pave,na,reg,low,allpub,mod,norm,1fam,1.3862943611198906,6,1920,1950,gable,none,0.0,3,3,cblock,3,3,no,6.456769655572161,unf,0.0,0.0,637.0,gasa,4,sbrkr,6.799055862058796,439,0,7.19743535409659,0.0,0.0,1,1,3,1,3,7,typ,0,0,1994.0,unf,1.0,570.0,3,3,y,0,3.8501476017100575,120,0,0,0,0,na,na,0,9,2006,cod,108000,0,1,662400.0,24,0.0,11.589886506106355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1494,908128110,rl,60.0,6931,pave,na,reg,lvl,allpub,gtl,norm,1fam,1.9459101490553128,5,2003,2004,gable,stone,4.5217885770490405,4,3,pconc,4,3,no,0.0,unf,0.0,746.0,746.0,gasa,5,sbrkr,6.633318433280377,896,0,7.412160334945207,0.0,0.0,2,1,3,1,4,7,typ,1,4,2003.0,fin,2.0,397.0,3,3,y,178,4.852030263919617,0,0,0,0,0,na,na,0,7,2008,wd ,165400,22784,2,415860.0,35,0.0,12.016122061571727,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2771,907130110,rl,65.0,12438,pave,na,ir1,lvl,allpub,gtl,posn,1fam,1.791759469228055,5,1995,1995,gable,brkface,4.219507705176107,4,3,pconc,4,3,no,0.0,unf,0.0,781.0,781.0,gasa,5,sbrkr,6.678342114654332,704,0,7.312553498102599,0.0,0.0,2,1,3,1,4,6,typ,1,3,1995.0,rfn,2.0,473.0,3,3,y,413,4.51085950651685,0,0,0,0,0,na,na,0,8,2006,wd ,187000,37583,2,808470.0,30,0.0,12.138863895836725,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
496,528321010,rl,174.0,15138,pave,na,ir1,lvl,allpub,gtl,norm,1fam,2.0794415416798357,5,1995,1996,gable,brkface,6.226536669287466,4,3,pconc,4,3,no,6.5352412710136605,unf,0.0,773.0,1462.0,gasa,5,sbrkr,7.306531398939503,1304,0,7.935229539816907,1.0,0.0,2,1,4,1,5,9,typ,1,3,1995.0,fin,3.0,810.0,3,3,y,0,4.983606621708336,202,0,0,0,0,na,na,0,7,2009,wd ,403000,0,2,2634012.0,40,0.0,12.906691840928818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1651,527327050,rl,0.0,12046,pave,na,ir1,lvl,allpub,gtl,norm,1fam,1.791759469228055,6,1976,1976,gable,brkface,5.697093486505405,3,3,cblock,3,3,no,5.049856007249537,unf,0.0,692.0,848.0,gasa,3,sbrkr,7.0192966537150445,912,0,7.615791072035832,0.0,0.0,2,1,4,1,4,8,typ,1,3,1976.0,fin,2.0,551.0,3,3,y,0,5.4116460518550396,0,0,0,0,0,na,na,0,6,2007,wd ,195000,0,2,0.0,36,0.0,12.180754837545884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1913,535105110,rl,100.0,9600,pave,na,ir1,lvl,allpub,gtl,norm,1fam,1.791759469228055,5,1961,1961,hip,brkface,5.673323267171493,3,3,cblock,3,3,av,6.396929655216146,unf,0.0,618.0,1218.0,gasa,3,sbrkr,7.134093721192866,0,0,7.134093721192866,1.0,0.0,1,0,3,1,3,6,typ,1,4,1961.0,rfn,2.0,525.0,3,3,y,0,0.0,0,0,168,0,0,na,na,0,5,2007,wd ,158500,0,0,960000.0,30,0.0,11.973509872299473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
