id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
1018,527301245,20,rl,63.0,12680,pave,,ir1,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,7,6,1988,1988,gable,compshg,plywood,wd sdng,brkface,102.0,gd,ta,cblock,gd,gd,mn,glq,983.0,unf,0.0,692.0,1675.0,gasa,ex,y,sbrkr,1688,0,0,1688,1.0,0.0,2,0,2,1,ex,6,typ,1,ex,attchd,1988.0,rfn,2.0,528.0,ta,ta,y,0,48,0,0,141,0,,,,0,6,2008,wd ,226500
14,527180040,20,rl,85.0,10176,pave,,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,1story,7,5,1990,1990,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,pconc,gd,ta,gd,glq,637.0,unf,0.0,663.0,1300.0,gasa,gd,y,sbrkr,1341,0,0,1341,1.0,0.0,1,1,2,1,gd,5,typ,1,po,attchd,1990.0,unf,2.0,506.0,ta,ta,y,192,0,0,0,0,0,,,,0,2,2010,wd ,171500
2782,907200170,80,rl,55.0,10780,pave,,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,slvl,5,5,1976,1976,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,av,alq,483.0,unf,0.0,428.0,911.0,gasa,gd,y,sbrkr,954,0,0,954,0.0,0.0,1,0,3,1,ta,6,typ,0,,detchd,1976.0,unf,2.0,576.0,ta,ta,y,0,0,0,0,0,0,,,,0,7,2006,wd ,132500
2626,535454050,90,rl,0.0,8544,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,duplex,1story,3,4,1949,1950,gable,compshg,stucco,stucco,brkface,340.0,ta,ta,slab,,,,,0.0,,0.0,0.0,0.0,wall,fa,n,fusea,1040,0,0,1040,0.0,0.0,2,0,2,2,ta,6,typ,0,,detchd,1949.0,unf,2.0,400.0,ta,ta,y,0,0,0,0,0,0,,,,0,5,2006,wd ,87500
1175,533234020,60,fv,79.0,10646,pave,,ir1,lvl,allpub,corner,gtl,somerst,norm,norm,1fam,2story,7,5,2001,2001,gable,compshg,vinylsd,vinylsd,brkface,513.0,ta,ta,pconc,ta,ta,no,glq,681.0,unf,0.0,177.0,858.0,gasa,ex,y,sbrkr,872,917,0,1789,1.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,2001.0,fin,2.0,546.0,ta,ta,y,0,0,0,0,0,0,,,,0,6,2008,wd ,223000
1232,535105060,20,rl,80.0,8400,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,6,9,1962,2005,gable,compshg,wd sdng,wd sdng,brkface,237.0,gd,gd,cblock,ta,ta,no,unf,0.0,unf,0.0,1319.0,1319.0,gasa,ta,y,sbrkr,1537,0,0,1537,1.0,0.0,1,1,3,1,gd,7,typ,1,gd,attchd,1962.0,rfn,2.0,462.0,ta,ta,y,0,36,0,0,0,0,,gdprv,,0,7,2008,cod,174000
2590,535325450,20,rl,85.0,15428,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1951,1991,hip,compshg,metalsd,metalsd,none,0.0,ta,ta,cblock,ta,ta,no,rec,741.0,unf,0.0,143.0,884.0,gasa,ex,y,sbrkr,884,0,0,884,1.0,0.0,1,0,2,1,ta,4,typ,0,,attchd,1951.0,fin,1.0,270.0,ta,ta,y,0,0,0,0,195,0,,,,0,6,2006,wd ,142000
2463,528477030,20,fv,81.0,11216,pave,,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,gd,no,unf,0.0,unf,0.0,1489.0,1489.0,gasa,ex,y,sbrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,2.0,776.0,ta,ta,y,0,140,0,0,0,0,,,,0,6,2006,new,232600
2358,527377030,20,rl,78.0,10140,pave,,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,1story,6,6,1974,1999,hip,compshg,hdboard,hdboard,brkface,99.0,ta,ta,cblock,ta,ta,no,alq,663.0,lwq,377.0,0.0,1040.0,gasa,fa,y,sbrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,gd,5,typ,1,fa,attchd,1974.0,rfn,2.0,484.0,ta,ta,y,265,0,0,0,0,648,fa,gdprv,,0,1,2006,wd ,181000
2911,923225260,160,rm,42.0,3964,pave,,reg,lvl,allpub,inside,gtl,meadowv,norm,norm,twnhse,2story,6,4,1973,1973,gable,compshg,cemntbd,cmentbd,none,0.0,ta,ta,cblock,gd,ta,no,alq,837.0,unf,0.0,105.0,942.0,gasa,gd,y,sbrkr,1291,1230,0,2521,1.0,0.0,2,1,5,1,ta,10,maj1,1,gd,attchd,1973.0,fin,2.0,576.0,ta,ta,y,728,20,0,0,0,0,,gdprv,,0,6,2006,wd ,151400
1699,528112150,20,rl,98.0,11428,pave,,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,8,5,2006,2006,gable,compshg,vinylsd,vinylsd,stone,248.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1626.0,1626.0,gasa,ex,y,sbrkr,1634,0,0,1634,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,rfn,3.0,866.0,ta,ta,y,0,44,0,0,0,0,,,,0,5,2007,wd ,250000
115,534152100,60,rl,80.0,10421,pave,,reg,lvl,allpub,inside,gtl,nwames,norm,norm,1fam,2story,7,5,1988,1988,gable,compshg,hdboard,hdboard,brkface,42.0,ta,ta,cblock,gd,ta,no,glq,394.0,unf,0.0,586.0,980.0,gasa,ta,y,sbrkr,980,734,0,1714,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,attchd,1988.0,unf,2.0,496.0,ta,ta,y,228,66,156,0,0,0,,mnprv,shed,500,3,2010,wd ,196500
1998,902330090,75,rm,75.0,13500,pave,grvl,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,2.5unf,7,8,1879,1987,gable,compshg,wd sdng,wd sdng,none,0.0,ta,gd,pconc,ta,ta,no,unf,0.0,unf,0.0,819.0,819.0,gasa,ta,y,fusea,1312,1142,0,2454,0.0,0.0,2,0,3,1,ta,8,typ,1,gd,attchd,1950.0,unf,2.0,576.0,ta,ta,n,0,148,150,0,0,0,,mnprv,,0,2,2007,wd ,185000
589,534129380,20,rl,75.0,9000,pave,,reg,lvl,allpub,inside,gtl,nwames,feedr,norm,1fam,1story,6,5,1969,1969,gable,compshg,hdboard,hdboard,brkface,200.0,ta,ta,cblock,ta,ta,av,blq,955.0,unf,0.0,261.0,1216.0,gasa,ta,y,sbrkr,1216,0,0,1216,1.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1969.0,unf,1.0,336.0,ta,ta,y,0,0,0,0,0,0,,mnprv,,0,8,2009,wd ,113000
1641,527252070,20,rl,60.0,8089,pave,,reg,hls,allpub,inside,gtl,stonebr,norm,norm,1fam,1story,8,6,2007,2007,gable,compshg,metalsd,metalsd,brkface,0.0,gd,ta,pconc,gd,ta,av,glq,945.0,unf,0.0,474.0,1419.0,gasa,ex,y,sbrkr,1419,0,0,1419,1.0,0.0,2,0,2,1,gd,7,typ,1,gd,attchd,2007.0,rfn,2.0,567.0,ta,ta,y,140,0,0,0,0,0,,,,0,10,2007,new,392000
2821,908103320,90,rl,35.0,9400,pave,,ir1,lvl,allpub,culdsac,gtl,edwards,norm,norm,duplex,sfoyer,6,5,1975,1975,flat,tar&grv,wdshing,plywood,brkface,250.0,ta,ta,cblock,gd,gd,gd,glq,945.0,unf,0.0,0.0,945.0,gasa,ta,y,sbrkr,980,0,0,980,0.0,2.0,2,0,4,0,ta,4,typ,0,,NA,1923.0,,0.0,0.0,,,y,0,0,0,0,0,0,,,,0,10,2006,wd ,127500
1846,533221060,160,fv,24.0,2117,pave,,reg,lvl,allpub,inside,gtl,somerst,norm,norm,twnhs,2story,6,5,2000,2000,gable,compshg,metalsd,metalsd,brkface,216.0,gd,ta,pconc,gd,ta,no,glq,417.0,unf,0.0,339.0,756.0,gasa,ex,y,sbrkr,769,804,0,1573,0.0,0.0,2,1,3,1,gd,4,typ,0,,detchd,2000.0,unf,2.0,440.0,ta,ta,y,0,32,0,0,0,0,,,,0,9,2007,wd ,177000
1805,528482030,60,fv,85.0,10625,pave,,reg,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,6,5,2004,2004,gable,compshg,vinylsd,vinylsd,brkface,353.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1158.0,1158.0,gasa,ex,y,sbrkr,1158,1285,0,2443,0.0,0.0,2,1,4,1,gd,9,min2,1,gd,builtin,2004.0,rfn,3.0,744.0,ta,ta,y,193,127,0,0,0,0,,,,0,6,2007,wd ,265000
1853,533244040,60,fv,106.0,8413,pave,,ir1,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,2story,8,5,1998,1998,gable,compshg,vinylsd,vinylsd,none,0.0,gd,gd,pconc,ex,ta,mn,glq,901.0,unf,0.0,319.0,1220.0,gasa,ex,y,sbrkr,1220,1142,0,2362,1.0,0.0,2,1,3,1,gd,8,typ,2,ta,attchd,1998.0,rfn,2.0,1105.0,gd,ta,y,147,0,36,0,144,0,,,,0,6,2007,wd ,312500
1321,902401120,75,rm,75.0,13500,pave,,reg,lvl,allpub,inside,gtl,oldtown,artery,posa,1fam,2.5unf,10,9,1893,2000,gable,compshg,wd sdng,wd sdng,none,0.0,ex,ex,brktil,ta,ta,no,unf,0.0,unf,0.0,1237.0,1237.0,gasa,gd,y,sbrkr,1521,1254,0,2775,0.0,0.0,3,1,3,1,gd,9,typ,1,gd,detchd,1988.0,unf,2.0,880.0,gd,ta,y,105,502,0,0,0,0,,,,0,7,2008,wd ,325000
564,532478020,20,rl,0.0,15676,pave,,ir1,low,allpub,inside,gtl,veenker,norm,norm,1fam,1story,8,8,1980,1980,gable,compshg,vinylsd,vinylsd,brkface,115.0,gd,gd,cblock,gd,gd,gd,alq,1733.0,rec,92.0,189.0,2014.0,gasa,gd,y,sbrkr,2014,0,0,2014,1.0,0.0,2,0,2,1,gd,6,maj1,2,gd,attchd,1980.0,rfn,3.0,864.0,ta,ta,y,462,0,0,255,0,0,,mnprv,,0,4,2009,wd ,275000
1771,528358040,60,rl,82.0,9950,pave,,ir1,lvl,allpub,inside,gtl,noridge,norm,norm,1fam,2story,7,5,1995,1995,gable,compshg,vinylsd,vinylsd,brkface,290.0,gd,ta,pconc,gd,ta,no,glq,565.0,unf,0.0,638.0,1203.0,gasa,ex,y,sbrkr,1214,1306,0,2520,0.0,0.0,2,1,4,1,gd,9,typ,1,ta,attchd,1995.0,rfn,3.0,721.0,ta,ta,y,224,114,0,0,0,0,,,,0,6,2007,wd ,290000
90,532479070,20,rl,39.0,15410,pave,,ir1,lvl,allpub,culdsac,gtl,sawyer,rrne,norm,1fam,1story,6,6,1974,2002,hip,compshg,plywood,plywood,brkcmn,250.0,ta,gd,cblock,ta,ta,gd,blq,126.0,glq,859.0,223.0,1208.0,gasa,ex,y,sbrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,ta,7,typ,2,fa,attchd,1974.0,fin,2.0,461.0,ta,ta,y,296,0,186,0,0,0,,gdprv,,0,4,2010,wd ,169000
2684,903235020,30,rm,50.0,6000,pave,,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1story,5,7,1921,1950,gable,compshg,wd sdng,wd shng,none,0.0,ta,ta,cblock,ta,ta,no,lwq,616.0,unf,0.0,0.0,616.0,gasa,gd,y,sbrkr,616,0,0,616,0.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1921.0,unf,1.0,205.0,ta,ta,y,0,0,129,0,0,0,,,,0,6,2006,wd ,89000
13,527166040,60,rl,63.0,8402,pave,,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,1998,1998,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,789.0,789.0,gasa,gd,y,sbrkr,789,676,0,1465,0.0,0.0,2,1,3,1,ta,7,typ,1,gd,attchd,1998.0,fin,2.0,393.0,ta,ta,y,0,75,0,0,0,0,,,,0,5,2010,wd ,180400
445,528142130,20,rl,85.0,10655,pave,,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,8,5,2003,2004,gable,compshg,vinylsd,vinylsd,brkface,296.0,gd,ta,pconc,gd,ta,no,glq,1124.0,,479.0,1603.0,3206.0,gasa,ex,y,sbrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2003.0,rfn,3.0,880.0,ta,ta,y,0,0,0,0,0,0,,,,0,10,2009,wd ,284000
1914,535106140,20,rl,70.0,10150,pave,,reg,lvl,allpub,inside,gtl,names,feedr,norm,1fam,1story,5,5,1958,1958,gable,compshg,wd sdng,wd sdng,none,1.0,ta,ta,cblock,ta,ta,no,rec,456.0,unf,0.0,456.0,912.0,gasa,ex,y,fusea,912,0,0,912,0.0,0.0,1,0,2,1,ta,5,typ,0,,attchd,1958.0,rfn,1.0,275.0,ta,ta,y,0,0,0,0,0,0,,,,0,7,2007,cod,114500
2811,907410110,20,rl,84.0,10084,pave,,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,196.0,gd,ta,pconc,gd,ta,av,glq,24.0,unf,0.0,1528.0,1552.0,gasa,ex,y,sbrkr,1552,0,0,1552,0.0,0.0,2,0,3,1,gd,7,typ,0,,attchd,2005.0,rfn,3.0,782.0,ta,ta,y,144,20,0,0,0,0,,,,0,7,2006,new,212900
850,907194110,20,rl,67.0,16285,pave,,ir2,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,2001,2002,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1413.0,1413.0,gasa,ex,y,sbrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,2001.0,rfn,2.0,605.0,ta,ta,y,0,33,0,0,0,0,,,,0,6,2009,wd ,187100
1844,533213140,160,fv,34.0,3230,pave,pave,reg,lvl,allpub,corner,gtl,somerst,norm,norm,twnhse,2story,6,5,1999,1999,gable,compshg,metalsd,metalsd,brkface,1129.0,ta,ta,pconc,gd,ta,no,glq,419.0,unf,0.0,310.0,729.0,gasa,gd,y,sbrkr,729,729,0,1458,0.0,0.0,2,1,2,1,ta,5,typ,1,fa,detchd,1999.0,unf,2.0,440.0,ta,ta,y,0,32,0,0,0,0,,,,0,6,2007,wd ,176000
2225,909428340,20,rl,0.0,21579,pave,,ir1,lvl,allpub,culdsac,gtl,crawfor,norm,norm,1fam,1story,6,6,1968,1968,hip,compshg,hdboard,brkface,none,0.0,ta,ta,pconc,gd,ta,no,blq,813.0,unf,0.0,675.0,1488.0,gasa,ex,y,sbrkr,1488,0,0,1488,0.0,1.0,2,0,3,1,ta,7,typ,2,gd,attchd,1968.0,rfn,2.0,552.0,ta,ta,y,0,0,216,0,0,0,,,,0,9,2007,cwd,215000
1477,907412080,60,rl,64.0,8320,pave,,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,490.0,unf,0.0,280.0,770.0,gasa,ex,y,sbrkr,770,812,0,1582,0.0,0.0,2,1,3,1,gd,6,typ,0,,attchd,2004.0,rfn,2.0,520.0,ta,ta,y,0,45,0,0,0,0,,,,0,9,2008,wd ,185900
399,527405160,20,rl,60.0,6960,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4,6,1970,1970,gable,compshg,hdboard,plywood,none,0.0,ta,ta,cblock,ta,ta,no,alq,375.0,blq,239.0,250.0,864.0,gasa,ta,y,sbrkr,864,0,0,864,0.0,0.0,1,0,3,1,gd,5,typ,0,,detchd,1989.0,unf,2.0,660.0,ta,ta,y,96,0,0,0,0,0,,,shed,500,11,2009,wd ,120500
2431,528231050,60,rl,60.0,21930,pave,,ir3,lvl,allpub,inside,gtl,gilbert,rran,norm,1fam,2story,5,5,2005,2005,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,gd,av,unf,0.0,unf,0.0,732.0,732.0,gasa,ex,y,sbrkr,734,1104,0,1838,0.0,0.0,2,1,4,1,ta,7,typ,1,gd,builtin,2005.0,fin,2.0,372.0,ta,ta,y,100,40,0,0,0,0,,,,0,7,2006,wd ,192140
1605,923277030,20,rl,60.0,6600,pave,,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,5,9,1982,2008,gable,compshg,vinylsd,vinylsd,none,0.0,gd,gd,cblock,ta,ta,no,alq,641.0,unf,0.0,175.0,816.0,gasa,ex,y,sbrkr,816,0,0,816,0.0,1.0,1,0,3,1,gd,5,typ,1,ex,attchd,1982.0,unf,1.0,264.0,ta,ta,y,0,0,0,0,0,0,,mnprv,,0,10,2008,wd ,130500
897,908225370,50,rl,50.0,8405,pave,,reg,lvl,allpub,inside,gtl,edwards,norm,norm,1fam,1.5fin,4,3,1945,1950,gable,compshg,wdshing,wd shng,none,0.0,ta,ta,slab,,,,,0.0,,0.0,0.0,0.0,wall,ta,n,fusef,1088,441,0,1529,0.0,0.0,2,0,4,1,ta,9,mod,0,,detchd,1945.0,unf,1.0,240.0,ta,ta,n,92,0,185,0,0,0,,,,0,4,2009,wd ,98000
1426,906412010,20,rl,91.0,11778,pave,,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,9,5,2008,2008,hip,compshg,vinylsd,vinylsd,stone,554.0,gd,ta,pconc,gd,ta,gd,glq,2085.0,unf,0.0,186.0,2271.0,gasa,ex,y,sbrkr,2276,0,0,2276,1.0,0.0,2,0,3,1,ex,7,typ,2,gd,attchd,2008.0,rfn,3.0,1348.0,gd,ta,y,0,0,70,0,255,0,,,,0,6,2008,wd ,475000
2240,910204090,30,rm,60.0,8967,pave,,reg,lvl,allpub,corner,gtl,idotrr,norm,norm,1fam,1story,5,2,1920,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,fa,brktil,fa,po,no,unf,0.0,unf,0.0,961.0,961.0,gasa,gd,y,mix,1077,0,0,1077,0.0,0.0,1,0,2,1,ta,6,maj2,0,,detchd,1920.0,unf,1.0,338.0,po,po,n,0,0,0,0,0,0,,,,0,11,2007,wd ,67000
1706,528144050,60,rl,86.0,10562,pave,,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,stone,300.0,gd,ta,pconc,ex,ta,no,glq,1288.0,unf,0.0,294.0,1582.0,gasa,ex,y,sbrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,ex,8,typ,1,gd,attchd,2007.0,fin,3.0,789.0,ta,ta,y,178,120,0,0,0,0,,,,0,11,2007,new,325624
2252,914460110,20,rl,44.0,12864,pave,,ir1,lvl,allpub,culdsac,gtl,mitchel,norm,norm,1fam,1story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,1392.0,unf,0.0,17.0,1409.0,gasa,ex,y,sbrkr,1409,0,0,1409,1.0,0.0,1,1,1,1,gd,4,typ,1,gd,attchd,2002.0,rfn,2.0,576.0,ta,ta,y,0,144,0,0,145,0,,,,0,7,2007,wd ,245000
1136,531375110,20,rl,66.0,13695,pave,,reg,lvl,allpub,inside,gtl,sawyerw,rrae,norm,1fam,1story,5,5,2004,2004,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,ta,ta,no,glq,646.0,unf,0.0,468.0,1114.0,gasa,ex,y,sbrkr,1114,0,0,1114,1.0,0.0,1,1,3,1,gd,6,typ,0,,detchd,2004.0,unf,2.0,576.0,ta,ta,y,0,102,0,0,0,0,,,,0,6,2008,wd ,159000
1877,534204120,20,rl,79.0,10289,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,7,1965,1965,hip,compshg,metalsd,metalsd,brkface,168.0,ta,ta,cblock,ta,ta,no,alq,836.0,unf,0.0,237.0,1073.0,gasa,ta,y,sbrkr,1073,0,0,1073,1.0,0.0,1,1,3,1,ta,6,typ,0,,attchd,1965.0,rfn,2.0,515.0,ta,ta,y,0,0,0,0,0,0,,,,0,6,2007,wd ,156000
424,528106020,20,rl,105.0,15431,pave,,reg,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,1story,10,5,2008,2008,hip,compshg,vinylsd,vinylsd,stone,200.0,ex,ta,pconc,ex,ta,gd,glq,1767.0,alq,539.0,788.0,3094.0,gasa,ex,y,sbrkr,2402,0,0,2402,1.0,0.0,2,0,2,1,ex,10,typ,2,gd,attchd,2008.0,fin,3.0,672.0,ta,ta,y,0,72,0,0,170,0,,,,0,4,2009,wd ,555000
1182,533251120,20,rl,0.0,11120,pave,,ir1,lvl,allpub,culdsac,gtl,veenker,norm,norm,1fam,1story,6,6,1984,1984,gable,compshg,plywood,plywood,none,0.0,ta,ta,pconc,gd,ta,no,blq,660.0,unf,0.0,572.0,1232.0,gasa,ta,y,sbrkr,1232,0,0,1232,0.0,0.0,2,0,3,1,ta,6,typ,0,,attchd,1984.0,unf,2.0,516.0,ta,ta,y,0,0,0,0,0,0,,,,0,6,2008,wd ,162500
2750,906225180,90,rl,73.0,9069,pave,,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,duplex,sfoyer,6,8,1993,1993,gable,compshg,hdboard,hdboard,none,0.0,gd,gd,pconc,gd,ta,av,lwq,261.0,glq,1083.0,0.0,1344.0,gasa,gd,y,sbrkr,1440,0,0,1440,2.0,0.0,2,0,2,2,gd,8,typ,0,,attchd,1993.0,unf,4.0,920.0,ta,ta,y,288,0,0,0,0,0,,,,0,4,2006,wd ,224500
1016,527276040,20,rl,0.0,47280,pave,,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,1story,6,5,1950,1950,hip,compshg,asbshng,asbshng,brkface,44.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1488.0,1488.0,gasa,gd,y,sbrkr,1488,0,0,1488,0.0,0.0,2,1,3,1,ta,6,typ,1,ta,attchd,1950.0,rfn,2.0,738.0,ta,ta,y,0,0,180,0,0,0,,,,0,7,2008,wd ,133000
2436,528250060,60,rl,63.0,7875,pave,,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,783.0,783.0,gasa,ex,y,sbrkr,807,702,0,1509,0.0,0.0,2,1,3,1,gd,8,typ,1,gd,attchd,2003.0,fin,2.0,393.0,ta,ta,y,0,75,0,0,0,0,,,,0,7,2006,wd ,180000
1607,923277080,20,rl,60.0,6600,pave,,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,5,6,1982,2005,gable,compshg,hdboard,plywood,none,0.0,ta,ta,cblock,ta,ta,no,glq,638.0,unf,0.0,207.0,845.0,gasa,gd,y,sbrkr,845,0,0,845,0.0,0.0,1,0,3,1,gd,6,typ,0,,attchd,1982.0,unf,1.0,264.0,ta,ta,y,0,0,0,0,0,0,,,,0,7,2008,wd ,134500
2337,527216050,60,rl,66.0,13682,pave,,ir2,hls,allpub,culdsac,gtl,stonebr,norm,norm,1fam,2story,10,5,2006,2006,hip,compshg,vinylsd,vinylsd,brkface,1031.0,ex,ta,pconc,ex,ta,gd,unf,0.0,unf,0.0,1410.0,1410.0,gasa,ex,y,sbrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,gd,10,typ,1,gd,builtin,2006.0,fin,3.0,641.0,ta,ta,y,192,0,37,0,0,0,,,,0,10,2006,new,438780
1233,535105090,80,rl,101.0,9150,pave,,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,slvl,6,5,1962,1962,gable,tar&grv,plywood,plywood,brkface,305.0,ta,ta,cblock,gd,ta,gd,glq,371.0,unf,0.0,728.0,1099.0,gasa,gd,y,sbrkr,1431,0,0,1431,0.0,1.0,1,0,3,1,ta,6,typ,1,gd,basment,1962.0,rfn,1.0,296.0,ta,ta,y,64,110,0,0,0,0,,,,0,12,2008,wd ,165000
419,527455240,20,rl,65.0,7150,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,5,1967,1967,gable,compshg,hdboard,hdboard,brkface,60.0,ta,ta,cblock,ta,ta,no,blq,432.0,unf,0.0,460.0,892.0,gasa,ta,y,sbrkr,892,0,0,892,0.0,0.0,1,0,3,1,ta,5,typ,0,,attchd,1967.0,rfn,1.0,288.0,ta,ta,y,0,0,0,0,0,0,,gdwo,,0,7,2009,wd ,100000
633,535154060,20,rl,0.0,12285,pave,,ir1,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,7,6,1960,1960,gable,compshg,plywood,plywood,brkface,128.0,ta,ta,cblock,ta,ta,no,blq,544.0,unf,0.0,785.0,1329.0,gasa,gd,y,sbrkr,1329,0,0,1329,0.0,0.0,1,1,3,1,ta,5,typ,2,gd,attchd,1960.0,unf,2.0,441.0,ta,ta,y,0,0,203,0,0,0,,,,0,8,2009,wd ,176000
2722,905200340,20,rl,102.0,17920,pave,,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,4,1955,1974,hip,compshg,wd sdng,plywood,none,0.0,ta,ta,cblock,ta,ta,mn,alq,306.0,rec,1085.0,372.0,1763.0,gasa,ta,y,sbrkr,1779,0,0,1779,1.0,0.0,1,1,3,1,ta,6,typ,1,gd,attchd,1955.0,unf,2.0,454.0,ta,ta,y,0,418,0,0,312,0,,,,0,7,2006,wd ,170000
469,528228290,120,rl,53.0,3684,pave,,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,twnhse,1story,7,5,2007,2007,hip,compshg,vinylsd,vinylsd,brkface,130.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1373.0,1373.0,gasa,ex,y,sbrkr,1555,0,0,1555,0.0,0.0,2,0,2,1,gd,7,typ,1,ta,attchd,2007.0,fin,3.0,660.0,ta,ta,y,143,20,0,0,0,0,,,,0,6,2009,wd ,174000
